size,user,Population_woman,Population_man,under10,10대,20대,30대,40대,50대,60대,70대,80대,90대,transit_count,도서시설,전시시설,공연시설,지역문화활동시설,total
551,"14,000",2453.0,2464.0,783.0,1016.0,1007.0,1251.0,1824.0,1937.0,1079.0,314.0,131.0,0.0,9.0,1.0,0.0,1.0,2.0,4.0
920,1,1295.0,1326.0,324.0,402.0,365.0,541.0,751.0,1113.0,1180.0,589.0,387.0,33.0,8.0,1.0,0.0,0.0,1.0,2.0
636.69,"2,808",3794.0,3864.0,439.0,637.0,1025.0,1075.0,1552.0,3203.0,4857.0,2982.0,1692.0,120.0,10.0,1.0,0.0,0.0,2.0,3.0
996,"12,171",14690.0,14967.0,1918.0,3652.0,7724.0,5365.0,6954.0,8242.0,9193.0,5336.0,3165.0,255.0,7.0,1.0,3.0,0.0,1.0,5.0
250.9,"17,506",15340.0,14914.0,4675.0,6430.0,6210.0,7069.0,10085.0,10527.0,9297.0,4368.0,2422.0,105.0,11.0,1.0,1.0,1.0,1.0,4.0
2719.3,"100,300",10527.0,10076.0,2867.0,4187.0,3897.0,4063.0,6435.0,7932.0,6521.0,2974.0,1203.0,44.0,10.0,0.0,0.0,0.0,1.0,1.0
393.4,1440,1088.0,1033.0,335.0,604.0,297.0,406.0,958.0,881.0,868.0,380.0,169.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0
1491,2000,226.0,197.0,212.0,102.0,31.0,124.0,144.0,98.0,74.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0
640,3730,1674.0,1594.0,997.0,1012.0,590.0,1337.0,1748.0,1438.0,693.0,193.0,11.0,0.0,5.0,1.0,0.0,0.0,1.0,2.0
385,4000,15146.0,15000.0,5197.0,7013.0,8046.0,9660.0,11207.0,9637.0,6692.0,3558.0,1115.0,151.0,29.0,1.0,0.0,0.0,1.0,2.0
,1400,14920.0,15212.0,5957.0,10026.0,6299.0,7769.0,13648.0,9467.0,5364.0,1945.0,597.0,16.0,24.0,2.0,1.0,0.0,2.0,5.0
