index,시설명,address,size,user,latitude,longitude,Population_woman,Population_man,under10,10대,20대,30대,40대,50대,60대,70대,80대,90대,transit_count,도서시설,전시시설,공연시설,지역문화활동시설,total
612,경기북부어린이박물관,경기도 동두천시 평화로 2910번길 46,5983,173270,37.9447299,127.0643792,52874,52103,12803,18120,22956,22986,29660,36258,32784,18827,11044,899,3,2,4,1,2,9
613,고구려대장간마을,경기도 구리시 우미내길 41,351,50399,37.5605409,127.1110162,1855769,1735558,442962,561934,988417,1075277,1127500,1133092,993766,510159,169637,5954,0,57,35,17,11,120
614,고양가와지볍씨박물관,경기도 고양시 덕양구 고양대로 1695,766,13653,37.649524,126.8698545,660089,608685,158205,210252,311515,354206,404366,446311,356213,177774,81933,3476,18,21,14,4,5,44
615,고양어린이박물관,경기도 고양시 덕양구 화중로 26,8492,166008,37.62946,126.8306234,836681,767266,201880,266005,391428,457046,510760,548614,440773,210648,95961,4392,18,20,17,5,4,46
616,과천시 추사박물관,경기도 과천시 추사로 78,3020,5654,37.452672,127.0285712,960759,894632,220484,331058,532781,568719,611963,582175,469288,254959,78624,2536,5,38,30,15,4,87
617,김중업건축박물관,경기도 안양시 만안구 예술공원로 103번길 4,594,16492,37.4199566,126.9169255,1118820,1084695,244487,325461,662659,674784,651194,716836,619324,298824,109770,4398,7,37,10,13,7,67
618,김포시독립운동기념관,경기도 김포시 양촌읍 양곡2로 30번길 46,2018,39429,37.6530559,126.629207,253197,251223,99153,109090,100938,144273,196635,160140,113310,50901,18067,1014,19,6,2,2,1,11
619,남양주시립박물관,경기도 남양주시 와부읍 팔당로 121,1783,58898,37.5463428,127.2444684,281183,272330,100650,109472,113953,161372,200709,171933,153263,70465,20564,1457,9,10,9,2,2,23
620,명성황후기념관,경기도 여주시 명성로 71,519,70554,37.2599979,127.6544608,38030,38108,8679,13403,15701,15069,22182,26494,24971,12564,6177,442,11,3,10,2,1,16
621,몽양기념관,경기도 양평군 양서면 몽양길66,1055,7892,37.5303798,127.3734429,20267,20218,4076,5379,5623,6940,10378,14400,17664,9607,4402,365,0,1,10,0,0,11
622,부천시립박물관,경기도 부천시 소사로 638,4980,18600,37.5126598,126.8027462,1704670,1614199,392804,538451,844348,965714,1035613,1130159,985564,444547,156086,8451,18,59,18,17,10,104
623,부천자연생태박물관,경기도 부천시 길주로 660,2378,189595,37.504974,126.815644,1769650,1678341,406257,542977,900516,1032497,1069464,1155714,1008154,461199,161120,8372,3,61,17,19,13,110
624,부천펄벅기념관,경기도 부천시 성주로214번길 61,373,7188,37.4753773,126.7816404,1457374,1398399,340588,462856,705956,784730,885936,1003254,872560,380113,138149,8144,4,45,14,11,9,79
625,부천활박물관,경기도 부천시 소사로 482,670,5014,37.5031256,126.7989358,1759359,1668865,401440,557229,868252,983519,1067283,1173713,1027185,462727,163569,8964,17,56,17,16,10,99
626,성호박물관,경기도 안산시 상록구 성호로 131,1480,12626,37.3371013,126.8635702,625547,628863,164245,225145,343704,346774,394024,464608,334893,126570,53732,3649,15,26,8,5,3,42
627,세미원연꽃박물관,경기도 양평군 양서면 양수로 93,577,207299,37.5409364,127.3239745,27327,26927,4972,6835,6650,8868,12281,15145,17953,9361,3998,362,7,2,9,0,0,11
628,수원광교박물관,경기도 수원시 영통구 광교로 182 ,4086,45423,37.2964354,127.0511918,985701,969681,291003,389181,524931,559664,669240,645713,440268,208664,82596,4846,20,35,16,12,4,67
629,수원박물관,경기도 수원시 영통구 창룡대로 265 ,7118,32097,37.297726,127.0351546,984537,970501,293408,386166,523673,563445,664799,645250,442417,203438,78703,4342,4,35,14,10,6,65
630,수원화성박물관,경기도 수원시 팔달구 창룡대로 21,5635,127818,37.2825914,127.0193606,953555,950909,290856,382060,514887,556900,656011,627432,423781,188518,70678,3526,10,36,13,9,6,64
631,시흥오이도박물관,경기도 시흥시 오이도로 332,3817,220927,37.3349065,126.6904646,271848,285264,94935,131356,132482,151663,208649,191613,116745,36305,13422,1109,1,10,3,2,1,16
632,실학박물관,경기도 남양주시 조안면 다산로 747번길 16,2994,130216,37.5160281,127.3005649,52215,52139,13666,16336,19644,26765,31624,36419,37558,18658,6700,507,1,2,7,0,0,9
633,안산산업역사박물관,경기도 안산시 단원구 화랑로 265,5039,23000,37.3252327,126.8121698,443062,464987,125729,171000,256652,250550,302171,344836,220489,74670,31284,2339,10,20,7,4,2,33
634,안산어촌민속박물관,경기도 안산시 단원구 대부황금로7,1487,29583,37.2543776,126.6121501,5415,5912,793,1036,2147,2297,2732,4473,4486,1917,1018,114,0,1,4,0,0,5
635,안산향토사박물관,경기도 안산시 상록구 석호로 144,715,19111,37.2986971,126.8481104,393551,401128,107751,148664,225413,215798,255099,300270,200290,70211,28932,2126,12,18,7,3,1,29
636,안성3·1운동기념관,경기도 안성시 원곡면 만세로 868,1237,43133,37.06207,127.1745281,118504,124214,45658,48954,54925,71459,85850,71816,47449,18623,8162,628,4,2,3,0,0,5
637,안성맞춤박물관,경기도 안성시 대덕면 서동대로 4726-15,2038,30047,37.01126,127.2280393,88925,93764,26130,38237,45107,45517,60897,58730,45151,21199,10131,647,6,3,3,1,0,7
638,안양박물관,경기도 안양시 만안구 예술공원로 103번길 4,2394,54694,37.4199566,126.9169255,1118820,1084695,244487,325461,662659,674784,651194,716836,619324,298824,109770,4398,7,37,10,13,7,67
639,양주시립회암사지박물관,경기도 양주시 회암사길 11,3562,343406,37.8411711,127.1027516,158536,157197,47973,65046,70825,73100,103124,108793,83936,42118,20353,1461,12,8,2,0,1,11
640,양평곤충박물관,경기도 양평군 옥천면 경강로 1496,711,44519,37.5091777,127.4493118,30241,29860,7076,11288,10160,11243,17240,21277,23023,12017,5438,295,6,2,4,0,2,8
641,양평친환경농업박물관,경기도 양평군 용문면 용문산로 670,3043,66616,37.5474932,127.5812081,16881,16731,4193,7382,5314,6125,9831,11797,12767,7123,3756,308,1,1,2,0,0,3
642,여주박물관,경기도 여주시 신륵사길 6-12,3267,80694,37.2996577,127.6534145,37464,37461,8394,13477,15519,14615,21618,26286,25968,13030,6617,537,8,2,10,2,1,15
643,여주시립폰박물관,경기도 여주시 강변유원지길 105 폰박물관,1047,17908,37.2936394,127.6663081,36452,36370,8331,12803,15144,14346,21089,25208,24502,12100,6037,470,6,2,10,2,1,15
644,용인시박물관,경기도 용인시 기흥구 동백3로79,2970,20334,37.273704,127.1539545,586322,568144,192996,251340,285759,317095,418999,365959,231283,121014,48806,3245,24,15,16,7,3,41
645,유엔군 초전기념관,경기도 오산시 경기대로 742,4165,32140,37.1843522,127.049274,587213,608640,235351,265185,303301,401722,462265,350929,211827,74702,23277,1045,6,29,8,5,4,46
646,의왕향토사료관,경기도 의왕시 골우물길 49,198,15052,37.3422674,126.9697893,749314,730328,198616,269393,372995,405471,465991,517800,406285,169041,68148,4000,8,33,8,9,8,58
647,이천시립박물관,경기도 이천시 경충대로 2697번길 172,4421,30557,37.2747419,127.4272268,92303,98623,27671,36602,50417,53619,59780,61858,49622,21556,9774,537,0,4,3,1,1,9
648,자유수호평화박물관,경기 동두천 평화로 2910번길 96-63 96-63,3331,32648,37.942547,127.0659935,51873,51110,12681,17872,22725,22768,29307,35803,32414,18499,10825,889,0,2,4,1,2,9
649,전곡선사박물관,경기도 연천군 전곡읍 평화로443번길2,5927,63010,38.0111292,127.0634521,16456,17536,4365,5178,7124,7092,8565,10876,10946,6158,3520,309,5,1,4,0,0,5
650,제암리3.1운동순국기념관,경기도 화성시 향남읍 제암길 50,954,15995,37.1261791,126.8918265,57826,68507,20973,26118,25334,34691,46539,39452,30088,12993,6432,492,3,2,2,0,4,8
651,최용신기념관,경기도 안산시 상록구 샘골서길 64,463,13711,37.2996028,126.8625098,460045,463276,128853,173534,256733,257908,299778,345588,236005,85277,36304,2533,15,18,7,3,1,29
652,판교박물관,경기도 성남시 분당구 판교로 191 ,1449,39590,37.400939,127.0955944,611805,588124,171474,221271,290241,352669,407047,402591,314451,152770,57198,3078,11,21,8,10,4,43
653,포천 역사문화관,경기도 포천시 중앙로34번길 8,1686,2003,37.8907736,127.1984558,45667,48607,9209,15091,24582,18121,23617,34222,31452,13724,7616,670,12,4,1,1,1,7
654,하남역사박물관,경기도 하남시 덕풍동로 30,6725,26223,37.5454547,127.206129,633429,604864,186481,214607,282690,362331,413344,395586,352396,166461,50636,2698,29,21,9,2,4,36
655,한국만화박물관,경기도 부천시 길주로1,8342,178739,37.5120435,126.7465862,1404793,1353593,335213,447370,699281,775457,858683,981306,849393,360899,133361,8269,13,38,14,13,10,75
656,한탄강 세계지질공원센터,경기도 포천시 영북면 비둘기낭길 55,2840,47383,38.0730815,127.2249089,6197,6704,1618,1470,3366,3201,2896,4500,5604,3042,1623,71,2,2,2,0,0,4
657,화성시 역사박물관,경기도 화성시 향남읍 행정동로 96,2961,12295,37.1334553,126.929026,56846,67538,21477,25571,25629,35441,46061,38762,29048,12353,6126,529,10,3,2,0,4,9
658,황순원문학촌 소나기마을,경기도 양평군 서종면 소나기마을길 24,2035,58986,37.5939143,127.3776856,31831,30919,7355,10671,10054,11157,18646,20349,19561,10896,4435,352,5,1,9,1,0,11
659,고양로봇박물관,경기도 고양시 덕양구 원당로458번길 7-42,1198,117453,37.6893041,126.8549683,523262,488043,129218,181694,234099,259265,322287,373985,272434,121241,64222,3891,5,15,9,3,1,28
660,김포다도박물관,경기도 김포시 월곶면 애기봉로275번길187-49,486,31908,37.7376007,126.5744325,34205,35989,7650,12587,12829,14428,19665,26185,26196,13400,6898,510,0,1,3,1,1,6
661,대한불교조계종봉녕사 세주묘엄박물관,경기도 수원시 팔달구 창룡대로 236-54,1228,1870,37.2909408,127.0380504,982846,973446,294312,388930,530991,566571,669323,644587,438138,202909,77940,4196,2,36,13,10,4,63
662,덕소자연사박물관,경기도 남양주시 와부읍 석실로 46-11,1160,15000,37.579936,127.2304664,456047,439379,148854,171928,188331,248629,315417,284564,239618,111508,35954,2296,7,12,6,2,3,23
663,덕포진교육박물관,경기도 김포시 대곶면 덕포진로 103번길 90,1243,3539,37.6507075,126.53883,73797,75959,28592,26593,27911,46146,53645,43452,40248,19194,8241,757,1,1,6,1,1,9
664,돌석도예박물관,경기도 안양시 만안구 병목안로 306,1155,7000,37.3790802,126.904918,716053,696997,185384,249254,355096,391164,436740,502517,402348,163045,65384,3711,0,30,10,7,4,51
665,두루뫼사료관,경기도 파주시 법원읍 초리골길 278,547,959,37.8566264,126.8958495,26469,29100,6455,8027,10228,12974,14226,18870,18871,10265,5676,515,0,2,2,0,0,4
666,디자인코리아뮤지엄,경기도 성남시 분당구 양현로322 코리아디자인센터 지하1층,457,558,37.4132228,127.1232375,650431,622523,183666,225538,295445,373101,422491,415238,336260,157614,55842,3078,11,25,8,9,4,46
667,만해기념관,경기도 광주시 남한산성면 남한산성로792번길 24-7,396,7000,37.4773512,127.1808518,860720,820392,222428,259161,408316,510699,527057,535658,491825,233752,68566,3153,5,25,9,6,5,45
668,말박물관,경기도 과천시 경마공원대로 107 한국마사회,1000,16165,37.4478656,127.0167721,993099,928612,222661,335715,558256,579953,619196,599314,482025,257206,83342,3028,0,36,30,15,4,85
669,목아박물관,경기도 여주시 강천면 이문안길 21,5777,5960,37.2885763,127.6881473,36716,36441,8420,12800,14891,14440,21203,24416,23612,11444,5745,425,2,2,7,2,1,12
670,미호박물관,경기도 남양주시 고산로 126번길 15-2,1325,26454,37.5926974,127.1806356,805660,767811,223604,263865,369127,455253,519116,512685,452002,218536,71049,3345,3,26,10,6,6,48
671,배다골민속박물관,경기도 고양시 덕양구 배다골길 131 배다골테마파크,1498,120877,37.6301037,126.8478438,885418,808324,215770,278868,418391,492235,540884,569382,465089,229649,101488,4369,2,23,16,6,5,50
672,벽봉한국장신구박물관,경기도 파주시 탄현면 헤이리마을길48-38,679,1556,37.7876154,126.7000212,139282,140248,51240,57877,59700,83459,96868,87634,58699,27933,13375,984,2,6,16,0,1,23
673,부천로보파크 전시관,"경기도 부천시 평천로 655, 401동 1~3층",4066,52947,37.5168366,126.7641486,1549239,1478869,354669,483483,762679,846114,931799,1060709,932939,409612,147143,8855,27,42,15,12,8,77
674,사람박물관얼굴,경기도 광주시 남종면 분원길3-6,1270,700,37.4939749,127.3021214,43224,43065,11272,13658,15307,19752,25606,29454,29315,13717,4844,282,4,2,6,1,0,9
675,삶의이야기가있는집,경기도 용인시 처인구 내동로 50-13,431,500,37.1734226,127.2960487,24691,27143,4988,7760,11937,12056,14242,18092,18386,9084,4714,519,4,1,4,0,0,5
676,삼성화재교통박물관,경기도 용인시 처인구 포곡읍 에버랜드로 376번길 171,13592,191903,37.3003875,127.2170125,235193,229459,73442,101262,120965,115951,168743,152212,107283,56404,22888,1802,0,7,5,3,1,16
677,세계민속악기박물관,경기도 파주시 탄현면 헤이리마을길 63-26,341,2256,37.7894673,126.6994042,134868,136016,50157,57215,58977,81602,95566,86609,58169,27731,13290,984,4,5,16,0,0,21
678,세계인형박물관,"경기도 파주시 탄현면 헤이리마을길 76-100, 1층",177,375,37.7868148,126.7021456,143311,144225,54018,61212,64556,89133,103032,92856,61858,29443,14176,1104,4,7,16,1,2,26
679,아프리카예술박물관,경기도 포천시 소흘읍 광릉수목원로 967,1220,5900,37.7761619,127.1391924,282174,274151,86810,114169,127871,137278,188886,195746,145560,67432,29765,2176,2,10,3,0,2,15
680,아해한국전통문화어린이박물관,경기도 과천시 추사로 133,997,2278,37.4575481,127.030032,989900,921367,223594,331930,551451,591521,624432,595583,482399,263188,81957,2798,10,35,30,14,4,83
681,양평아프리카문화예술박물관,경기도 양평군 용문면 금곡길 40,261,500,37.5072068,127.6167917,15015,15101,3361,4718,4028,4754,7574,10258,12451,7177,3785,379,4,2,2,0,0,4
682,여성생활사박물관,경기도 여주시 강천면 강천로324-20,929,1091,37.2430738,127.7082556,24828,24850,5808,8908,10849,10083,14600,17435,16649,8362,4121,158,2,2,7,1,1,11
683,여주곤충박물관,경기도 여주시 명성로 114-146,2330,160009,37.2597964,127.6631997,37290,37275,8590,12779,15335,14709,21529,25636,24050,12019,5865,410,0,3,10,2,1,16
684,영집궁시박물관,경기도 파주시 국원말길 168,234,1216,37.7848966,126.7113951,161180,161341,62257,68977,70041,98802,116849,102400,67560,32122,15089,1114,0,10,16,3,2,31
685,예아리박물관,경기도 용인시 처인구 백암면 원설로270번길 25,2689,12000,37.1415646,127.3637052,12762,13832,3229,3933,5122,6244,8090,9287,10020,5063,2659,126,0,0,3,0,0,3
686,옹청박물관,경기도 여주시 산북면 금품2로 132,445,164,37.3897766,127.4487612,15309,16281,3764,5271,7134,6791,9334,12555,13703,6523,3413,268,2,0,2,0,0,2
687,왈츠와 닥터만 커피박물관,경기도 남양주 북한강로 856-37,406,11000,37.5919906,127.3384083,55423,54643,15777,22674,21575,23896,39446,40456,33511,17881,7403,527,9,3,9,1,0,13
688,외할머니의 부엌,경기도 김포시 대곶면 덕포진로 103번길95-7,372,1510,37.6499705,126.5390514,73689,75892,28735,26671,27967,46324,53855,43512,40306,19273,8253,757,1,1,5,1,1,8
689,용주사효행박물관(휴관),경기도 화성시 용주로 136,300,,37.2122666,127.0050782,703567,721478,236198,289907,392971,452742,511520,449220,299854,118458,40233,1670,4,29,11,8,5,53
690,우석헌자연사박물관,경기도 남양주시 진접읍 금강로 1095,1155,20155,37.6978519,127.1609165,328641,315734,104496,130856,137726,163830,226090,218310,165049,80550,32263,1974,5,8,3,0,2,13
691,유진민속박물관,경기도 고양시 덕양구 고양대로 1670번길 78-11,445,18793,37.6458668,126.8658131,698029,642668,165786,219692,325770,372445,423952,466929,375617,186711,85967,3633,6,21,17,5,5,48
692,이풀실내정원,경기도 안산시 상록구 반월천북길 139-18,680,47946,37.3106473,126.8892971,633173,637289,173907,238538,352224,348533,406766,465257,329626,120245,50134,3270,2,20,9,5,3,37
693,일본군'위안부'역사관,경기도 광주시 퇴촌면 가새골길 85,454,543,37.442982,127.3216901,86307,88115,28398,31192,38541,49123,61018,62654,51826,22230,7006,189,0,4,5,1,1,11
694,잔아박물관,경기도 양평군 서종면 사랑제길9-9,718,2529,37.5967413,127.3548028,52794,52044,14786,21092,19776,22153,36480,37259,31401,16751,6711,423,2,2,9,1,0,12
695,장천꽃박물관,경기도 고양시 덕양구 대주로 410번길 5-29,1435,70,37.6517369,126.8243978,617640,576948,162319,213048,277613,322911,389548,433909,320053,142331,72853,4131,3,21,11,4,5,41
696,조명박물관,경기도 양주시 광적면 광적로 235-48,6895,,37.8364765,126.9680427,51944,53655,11333,17347,22326,21057,29186,39175,35896,18706,10521,1381,6,4,3,0,1,8
697,조병화문학관,경기도 안성시 양성면 난실길 14-1,260,2134,37.1120074,127.2217241,23075,23783,7111,8055,9913,11786,14319,14057,13426,6732,2982,332,4,2,3,0,0,5
698,종자와 시인박물관,경기도 연천군 연천읍 현문로 433-27,434,2000,38.0641921,127.1099562,14692,15709,4864,5204,6429,7267,8286,9298,9298,4868,2818,238,6,2,2,1,2,7
699,(재)중남미문화원병설박물관,경기도 고양시 덕양구 대양로 285번길 33-15,2100,30679,37.703525,126.8940576,220310,207676,62298,77580,91813,114911,140588,145916,118908,56074,27015,2005,13,8,10,1,0,19
700,증권박물관,경기도 고양시 일산동구 호수로 358-8,1702,3109,37.6386883,126.7862207,655951,614229,187357,236261,292211,348001,426809,458612,329843,143936,70634,3632,10,21,8,5,5,39
701,창조자연사박물관,경기도 시흥시 두문로 71번길 4,1495,,37.4337069,126.7864994,1013959,980014,267910,338960,481481,556174,641413,682157,577894,246810,91631,6005,11,28,9,8,6,51
702,철도박물관,경기도 의왕시 철도박물관로 142,4795,127415,37.3143278,126.9535549,753500,745992,199369,276001,401069,417966,480860,534428,405172,166620,66721,3679,12,27,8,9,7,51
703,충현박물관,경기도 광명시 오리로347번길 5-6,558,4930,37.433617,126.8781219,1223765,1185970,271366,345580,692660,726995,711653,774990,682996,337189,121113,4993,22,34,8,13,10,65
704,타임앤블레이드박물관,경기도 파주시 탄현면 헤이리마을길41,979,647,37.7874143,126.697938,139282,140248,51142,57724,59646,83259,96681,87482,58632,27920,13375,984,2,4,16,0,0,20
705,파주나비나라박물관,경기도 파주시 광인사길 161,651,2442,37.7149235,126.6869372,415680,395350,145601,177572,174611,226501,300097,280068,185486,81145,39462,2216,10,11,15,2,2,30
706,풀짚공예박물관,경기도 광주시 오포읍 문형산길 76,288,7043,37.3641535,127.1651109,600840,579678,183113,236723,275291,332736,418943,394833,292251,143894,55382,2940,8,16,11,8,5,40
707,프라움악기박물관,경기도 남양주시 와부읍 경강로 756,2226,21500,37.5683414,127.2273931,474833,456995,145538,167778,200970,262875,316782,290884,254174,118755,37318,2294,3,12,7,2,3,24
708,한과문화박물관,경기도 포천시 영북면 산정호수로322번길 26-9,1623,1151,38.0684815,127.3036447,10501,11213,2319,2792,4905,5120,4685,6811,8781,4424,2617,94,5,2,2,0,1,5
709,한국근현대사박물관,경기도 파주시 탄현면 헤이리마을길 59-85,1050,5872,37.7908988,126.6950285,123929,125298,47978,55105,56370,77981,92076,83716,56179,26624,12732,960,6,3,16,0,0,19
710,한국기독교역사박물관,경기도 이천시 대월면 대평로 214번길 10-13,760,1427,37.2228542,127.4992256,71706,77292,20542,27841,37970,39347,46092,47175,38226,16868,7921,550,3,4,1,0,1,6
711,(재)한국등잔박물관,경기도 용인시 처인구 모현읍 능곡로 56번길 8,1070,4165,37.3364387,127.1777319,557466,529714,171077,233044,249700,287540,392414,355797,244215,128286,52625,3178,2,15,11,6,3,35
712,한국민속촌 박물관,경기도 용인시 기흥구 민속촌로 90,3167,200200,37.2587661,127.1219149,890372,875646,306842,391737,454882,521541,652036,544337,333663,155706,58910,3518,2,26,16,7,3,52
713,한국조리박물관,경기도 안성시 일죽면 주래본죽로 158-60,1264,3724,37.0910059,127.4902196,13477,15018,2965,3689,5230,6035,7621,10255,10879,5756,3591,305,0,2,1,0,0,3
714,한국카메라박물관,경기도 과천시 대공원광장로 8,843,1804,37.4350716,127.0056537,990170,936544,229954,331361,551988,579420,612517,610428,495889,253061,83064,3046,8,31,21,12,4,68
715,한길책박물관,경기도 파주시 헤이리마을길 59-6번지,884,647,37.7892655,126.6978622,134562,135700,50157,57215,58977,81602,95566,86609,58169,27731,13290,984,8,4,16,0,0,20
716,한향림옹기박물관,경기도 파주시 탄현면 법흥리 헤이리마을길 96-43,413,1125,37.7898825,126.7009371,135167,136287,50278,57449,59171,81864,95979,86938,58357,27813,13326,984,3,6,16,0,1,23
717,허브아일랜드식물원,경기도 포천시 신북면 청신로 947번길 35,6886,494208,37.9653853,127.1316676,19945,21157,4847,5752,9123,9518,10626,14681,14762,7849,4188,330,5,0,3,0,0,3
718,호암미술관,경기도 용인시 처인구 포곡읍 에버랜드로562번길 38,7475,95000,37.2950581,127.1916802,360432,349439,109177,147766,178983,181940,251646,233191,160028,87689,36724,2549,0,9,13,4,1,27
719,화폐박물관,경기도 파주시 탄현면 헤이리마을길 93-89,399,1301,37.7907739,126.6972363,125296,126596,48213,55440,56784,78589,92595,84130,56478,26751,12796,967,6,3,16,0,0,19
720,경기대학교소성박물관,경기도 수원시 영통구 광교산로 154-42,2732,15711,37.3017332,127.0352395,977505,961771,292260,382284,519365,561376,661369,641621,442031,203251,79028,4478,6,34,11,11,6,62
721,경희대학교 혜정박물관,경기도 용인시 기흥구 덕영대로 1732,2773,288,37.2451952,127.0789561,983596,975702,340911,423288,505943,596074,723310,614977,394022,178376,65988,3561,11,40,19,9,4,72
722,단국대학교 석주선기념박물관,경기도 용인시 수지구 죽전로 152,3657,7090,37.3213399,127.1272127,698669,662007,223675,304518,324089,370291,500249,445672,288929,151570,62275,3984,7,21,15,9,3,48
723,단국역사관,경기도 용인시 수지구 죽전로 152,1237,1000,37.3213399,127.1272127,698669,662007,223675,304518,324089,370291,500249,445672,288929,151570,62275,3984,7,21,15,9,3,48
724,명지대학교박물관,경기도 용인시 처인구 명지로 116,1905,1500,37.2217548,127.1868277,303783,298318,121538,137203,137871,178528,234330,178509,112772,53338,20135,1471,4,7,7,3,2,19
725,수원대학교박물관,경기도 화성시 봉담읍 와우안길 17 ,3669,2000,37.206487,126.9753313,506283,519836,170619,207523,279551,325826,368284,328292,221067,86802,29424,1364,0,18,7,4,5,34
726,신구대학교 우촌박물관,경기도 성남시 중원구 광명로 377,1278,2215,37.4487351,127.1680557,690154,663848,189161,228386,334763,413859,439568,448731,385821,178020,55008,2437,25,21,6,3,4,34
727,아주대학교 도구박물관,경기도 수원시 영통구 월드컵로 206,300,4837,37.2840931,127.0453753,1014205,1005412,309310,407597,544692,584126,698742,663597,444990,206908,78720,4230,6,38,14,10,4,66
728,용인대학교박물관,경기도 용인시 처인구 용인대학로 134,1154,479,37.2266747,127.1681805,414035,410177,165718,185922,190037,250422,315421,245342,152471,69713,26700,2198,5,11,10,4,2,27
729,청강만화역사박물관,경기도 이천시 마장면 청강가창로 389-94,666,1246,37.2048026,127.3548107,25913,29444,6041,8863,12002,13004,14247,17294,18282,9046,4856,320,1,2,3,0,0,5
730,한국항공대학교 항공우주박물관,경기도 고양시 덕양구 항공대학로 76,1912,8000,37.5992142,126.8652116,1262660,1146922,281952,374222,671706,743764,752940,765154,649345,336883,132386,4814,9,38,20,10,7,75
731,한신대학교 박물관,경기도 오산시 한신대길 137,3109,750,37.1940472,127.0225548,661411,683349,248200,286221,351260,445573,503002,404947,254843,94038,30287,1336,10,28,9,9,5,51
732,국립춘천박물관,강원특별자치도 춘천시 우석로 70,14893,206034,37.8638574,127.7533567,138169,130922,34346,52076,74991,61298,75636,85293,77656,37813,21712,1352,11,9,12,4,2,27
733,강원경찰박물관,강원특별자치도 춘천시 신샘밭로 361,1417,8049,37.9255785,127.7503089,135379,128216,33038,50941,73042,58910,73274,83939,77024,37974,21829,1317,9,8,12,4,2,26
734,국립산악박물관,강원특별자치도 속초시 미시령로 3054,3848,77584,38.2026636,128.5411267,44892,44010,9962,12768,14303,17884,24922,32887,33165,17152,8496,564,0,4,4,1,1,10
735,6.25전쟁체험기념관,강원특별자치도 고성군 현내면 통일전망대로 453,1241,564224,38.584076,128.3738219,269,216,126,220,156,311,348,334,419,189,173,0,1,0,2,0,0,2
736,강원도 디엠제트박물관,강원특별자치도 고성군 현내면 통일전망대로 369,10760,256788,38.5765533,128.382708,546,493,126,237,193,311,384,421,627,363,266,0,0,0,2,0,0,2
737,강원도산림박물관,강원특별자치도 춘천시 화목원길 24,4306,163370,37.9233401,127.725416,135474,128291,32753,50725,73086,58855,73057,84048,77205,37992,21907,1323,4,8,12,4,2,26
738,강원도탄광문화촌,강원특별자치도 영월군 북면 밤재로351 ,1061,27840,37.2629291,128.4670772,5593,5963,756,1437,1656,1544,2655,4177,6229,3635,1843,135,7,0,10,1,1,12
739,김시습기념관,강원특별자치도 강릉시 운정길 85,311,6175,37.7862539,128.8875776,89498,87805,19195,31493,46164,34355,51597,58684,56347,30795,14965,1080,4,3,15,4,3,25
740,난고 김삿갓 문학관,강원특별자치도 영월군 김삿갓면 김삿갓로 216-22,853,11929,37.0792459,128.6026598,1423,1496,81,232,322,325,618,1373,1577,1045,703,31,3,0,4,0,0,4
741,단종역사관,강원특별자치도 영월군 영월읍 단종로 190,559,103149,37.1952915,128.4551324,10770,11109,1633,3037,3012,2938,4884,7644,9912,5568,3104,179,4,1,11,1,2,15
742,대관령박물관,강원특별자치도 강릉시 대관령옛길 1,972,10784,37.7168325,128.8040718,39863,39743,7462,13895,25519,14229,20923,23415,23705,14223,7734,657,2,0,3,0,0,3
743,동강사진박물관,강원특별자치도 영월군 영월읍 영월로 1909-10,2737,26184,37.1820301,128.461445,10935,11239,1573,3041,3136,2932,4976,7973,10245,5762,3216,187,10,1,10,1,2,14
744,동강생태정보센터,강원특별자치도 영월군 영월읍 동강로 716,871,22866,37.2281911,128.5055538,9964,10230,1535,2800,2886,2864,4589,7085,9317,5223,2828,145,2,1,11,1,2,15
745,라디오스타박물관,강원특별자치도 영월군 영월읍 금강공원길 84-3,824,7415,37.1854281,128.4770406,10959,11328,1576,3062,3122,3010,4993,7826,10258,5813,3238,187,1,1,12,1,2,16
746,마리소리골악기박물관,강원특별자치도 홍천군 서석면 마리소리길 207,517,3400,37.7379401,128.2509546,1664,1771,51,235,331,324,403,1206,2112,1160,831,125,0,1,1,0,0,2
747,박인환문학관,강원특별자치도 인제군 인제로 156번길 50,948,35997,38.0628658,128.1715812,5963,6343,1394,1414,2463,2797,2559,4394,5201,2801,1808,117,2,2,2,1,1,6
748,별마로천문대,강원특별자치도 영월군 영월읍 천문대길 397,2322,61619,37.1992321,128.485817,11185,11577,1712,3155,3134,3122,5153,7904,10332,5882,3238,187,0,1,11,1,2,15
749,삼척시립박물관,강원특별자치도 삼척시 엑스포로 54,2843,10355,37.4389007,129.1584272,36875,39137,9607,13634,14883,13650,22774,24540,25465,14304,7971,692,5,2,1,1,1,5
750,속초시립박물관,강원특별자치도 속초시 신흥2길16,6672,126503,38.2009212,128.5396186,45087,44191,9967,12768,14340,17908,24993,32995,33371,17289,8611,564,0,4,4,1,1,10
751,숲사랑홍보관,강원특별자치도 강릉시 사천면 미노길1,2076,14000,37.817455,128.8511906,81438,78954,17802,29716,41304,32115,48044,54333,51482,28417,13719,1065,5,3,11,3,4,21
752,아리랑박물관,강원특별자치도 정선군 정선읍 애산로 51,1077,11389,37.375425,128.6714868,5771,5944,1133,1971,1599,2189,3501,4640,5000,2916,1462,64,6,1,3,1,3,8
753,애니메이션박물관,강원특별자치도 춘천시 서면 박사로 854,7323,183388,37.9036667,127.6819983,134604,127501,32723,50220,72730,58794,72617,83468,76605,37472,21587,1257,0,7,9,4,1,21
